# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/s2/new7122023_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam
ENSG00000266936	chr19	11010917	11016011	-	5095	24	26	30	32	23	18	37	26	27
RN7SL192P	chr19	11011708	11012006	+	299	0	0	0	0	0	0	0	0	0
ENSG00000278643	chr19	11033727	11033912	+	186	0	0	0	0	0	0	0	0	0
LDLR	chr19	11089462	11133820	+	44359	2675	3087	4585	2658	2517	2770	4689	4770	4713
MIR6886	chr19	11113474	11113534	+	61	0	0	0	0	0	0	0	0	0
SPC24	chr19	11131520	11155807	-	24288	517	549	620	555	598	582	536	456	662
KANK2	chr19	11164270	11197791	-	33522	1161	1214	1113	1197	1334	1187	1392	1574	1843
DOCK6	chr19	11199295	11262524	-	63230	602	634	833	643	691	682	621	726	789
ENSG00000267082	chr19	11203628	11216168	+	12541	6	11	9	7	5	11	10	4	15
ENSG00000279807	chr19	11208195	11208702	+	508	0	0	0	0	0	0	0	0	0
ENSG00000273733	chr19	11221083	11221573	+	491	0	1	0	0	1	0	1	0	0
ANGPTL8	chr19	11237450	11241943	+	4494	1	2	0	2	3	0	0	0	0
ENSG00000267174	chr19	11295715	11324441	-	28727	50	41	38	44	37	51	13	19	47
TSPAN16	chr19	11296139	11326996	+	30858	5	11	11	2	4	5	4	2	6
RAB3D	chr19	11322068	11346270	-	24203	327	300	344	289	260	278	213	206	418
ENSG00000267576	chr19	11322156	11324195	+	2040	0	0	0	0	0	0	0	0	0
TMEM205	chr19	11342776	11346518	-	3743	15	20	17	18	14	17	21	20	16
CCDC159	chr19	11344684	11354944	+	10261	44	51	50	32	46	43	42	49	45
PLPPR2	chr19	11355386	11365698	+	10313	211	279	183	197	280	215	235	269	325
ENSG00000267277	chr19	11368118	11374935	-	6818	10	6	10	12	9	7	1	8	6
SWSAP1	chr19	11374666	11376951	+	2286	67	57	74	36	47	51	114	97	92
EPOR	chr19	11377207	11384342	-	7136	228	199	199	198	198	212	76	108	260
RGL3	chr19	11384341	11419328	-	34988	256	257	298	232	273	260	181	188	270
ODAD3	chr19	11420604	11435782	-	15179	108	106	171	68	72	116	44	74	86
PRKCSH	chr19	11435284	11450968	+	15685	6505	6720	9141	5973	6485	6836	7154	8505	8923
ELAVL3	chr19	11451326	11481046	-	29721	37	30	29	11	9	17	5	4	24
ENSG00000267477	chr19	11466240	11505698	-	39459	0	0	0	0	0	1	0	0	0
ZNF653	chr19	11483427	11505839	-	22413	1	1	0	2	0	2	3	2	1
MIR7974	chr19	11495544	11495622	-	79	0	0	0	0	0	0	0	0	0
ECSIT	chr19	11505929	11529172	-	23244	935	893	848	852	864	966	797	846	1219
RN7SL833P	chr19	11516047	11516330	-	284	0	0	0	0	0	0	0	0	0
ENSG00000213304	chr19	11521968	11522498	+	531	1	0	4	4	1	4	0	4	1
ENSG00000213303	chr19	11523436	11523831	+	396	0	1	0	2	0	0	0	0	1
CNN1	chr19	11538767	11550323	+	11557	501	539	443	513	539	554	570	606	691
ELOF1	chr19	11551147	11559230	-	8084	1083	1288	1185	1256	1417	1408	1705	1773	2121
ZNF627	chr19	11559374	11619161	+	59788	1027	1046	1079	766	826	1125	1056	1094	1086
ACP5	chr19	11574653	11579993	-	5341	170	165	139	179	116	189	112	140	177
GAPDHP76	chr19	11585246	11587135	+	1890	0	0	0	0	0	0	0	0	0
ENSG00000197332	chr19	11639754	11686569	+	46816	67	102	104	61	104	82	80	129	100
ZNF887P	chr19	11648364	11652877	+	4514	0	0	0	0	0	0	0	0	0
HNRNPA1P10	chr19	11666069	11667030	-	962	85	87	89	61	86	86	95	108	141
ENSG00000289985	chr19	11676606	11694991	-	18386	14	23	48	40	42	38	18	21	38
ENSG00000290463	chr19	11680944	11686259	+	5316	0	0	0	0	0	0	0	0	0
ZNF833P	chr19	11682546	11686190	+	3645	0	0	0	0	0	0	0	0	0
ZNF823	chr19	11721265	11739009	-	17745	154	142	288	158	149	182	155	167	157
ENSG00000266922	chr19	11725961	11730783	-	4823	0	0	0	0	0	0	0	0	0
ENSG00000220949	chr19	11756533	11759933	-	3401	0	0	0	0	0	0	0	0	0
ZNF441	chr19	11767000	11784078	+	17079	78	55	85	71	47	61	91	125	37
ENSG00000267646	chr19	11796084	11798598	-	2515	0	0	0	0	0	0	0	0	0
ZNF491	chr19	11797667	11809622	+	11956	17	22	39	12	22	23	10	7	8
ZNF440	chr19	11814273	11835216	+	20944	229	306	483	292	299	286	222	193	310
ENSG00000267089	chr19	11841241	11842439	-	1199	0	0	0	0	0	0	0	0	0
ZNF439	chr19	11848726	11883750	+	35025	223	225	322	222	195	206	142	130	266
ENSG00000278897	chr19	11856032	11858302	+	2271	0	0	0	0	0	0	0	0	0
ZNF69	chr19	11887782	11914329	+	26548	817	948	791	888	1361	824	1335	1607	1486
ZNF700	chr19	11925068	11950773	+	25706	0	0	0	0	0	0	0	0	0
ENSG00000267179	chr19	11925075	11979290	+	54216	15	5	9	1	13	4	6	15	13
ENSG00000267274	chr19	11939959	11953381	+	13423	0	0	0	0	0	0	0	0	0
ZNF763	chr19	11965037	11980617	+	15581	45	63	49	42	33	46	26	17	50
ZNF433-AS1	chr19	11987617	12046275	+	58659	3	3	0	5	6	5	3	3	5
ENSG00000286098	chr19	11987641	12078106	+	90466	1	5	2	3	0	0	2	0	0
RNA5SP464	chr19	11996809	11996916	+	108	0	0	0	0	0	0	0	0	0
ZNF433	chr19	12014715	12035741	-	21027	60	67	129	70	53	76	84	103	53
ENSG00000257355	chr19	12017888	12052967	-	35080	112	103	312	103	137	98	167	196	143
RNA5SP465	chr19	12027913	12028021	-	109	0	0	0	0	0	0	0	0	0
ZNF878	chr19	12043805	12052961	-	9157	0	0	0	0	0	0	0	0	0
ZNF844	chr19	12064731	12081565	+	16835	0	0	0	0	0	0	0	0	0
RNA5SP466	chr19	12070164	12070271	+	108	0	0	0	0	0	0	0	0	0
ENSG00000286132	chr19	12075327	12113325	+	37999	0	10	2	4	5	7	3	2	2
ENSG00000290812	chr19	12092263	12137235	+	44973	831	864	875	827	843	989	1168	1452	1101
ZNF788P	chr19	12092468	12113048	+	20581	0	0	0	0	0	0	0	0	0
ZNF20	chr19	12092843	12140355	-	47513	77	87	60	64	42	72	79	86	81
RSL24D1P8	chr19	12096424	12096915	+	492	0	0	0	0	0	0	0	0	0
RNA5SP467	chr19	12106497	12106614	+	118	0	0	0	0	0	0	0	0	0
ZNF625-ZNF20	chr19	12132117	12156731	-	24615	5	7	6	8	6	3	8	15	7
ENSG00000242615	chr19	12141806	12143322	-	1517	0	0	0	0	0	0	0	0	0
ZNF625	chr19	12142090	12156734	-	14645	0	0	0	0	0	1	1	3	0
ZNF136	chr19	12163064	12189871	+	26808	425	431	513	427	408	425	499	543	527
ENSG00000291101	chr19	12195015	12237767	+	42753	33	59	26	36	66	40	57	45	47
ENSG00000234773	chr19	12207332	12209563	+	2232	0	0	0	0	0	0	0	0	0
ZNF44	chr19	12224686	12294883	-	70198	251	240	318	228	233	270	333	447	271
ENSG00000213293	chr19	12260126	12260537	+	412	2	0	0	0	0	0	0	0	1
ENSG00000234750	chr19	12284337	12285185	+	849	0	0	1	0	0	0	0	0	0
ZNF563	chr19	12317477	12333720	-	16244	113	103	229	108	103	129	85	77	111
ZNF442	chr19	12345944	12365905	-	19962	118	123	120	112	119	135	180	221	134
RPS29P23	chr19	12373609	12373731	+	123	0	0	0	0	0	0	0	0	0
ENSG00000268744	chr19	12379189	12401274	-	22086	11	7	7	18	14	11	3	7	18
ENSG00000248406	chr19	12379746	12383687	-	3942	0	0	0	0	0	0	0	0	0
ZNF799	chr19	12390016	12401271	-	11256	0	0	0	0	0	0	0	0	0
ENSG00000268870	chr19	12391949	12441082	-	49134	45	43	59	43	93	69	53	83	48
ZNF443	chr19	12429706	12441021	-	11316	0	0	0	0	0	0	0	0	0
ENSG00000269755	chr19	12433103	12484816	-	51714	14	6	8	10	11	3	2	2	2
ENSG00000234848	chr19	12450935	12460705	+	9771	0	0	4	1	0	1	1	0	0
ZNF709	chr19	12461184	12513854	-	52671	0	0	0	0	0	0	0	0	0
ENSG00000196826	chr19	12461559	12551474	-	89916	8	16	11	7	33	28	26	36	18
MTND2P40	chr19	12502675	12504106	+	1432	0	0	0	0	0	0	0	0	0
MTCO1P27	chr19	12504665	12504890	+	226	0	0	0	0	0	0	0	0	0
MTCO2P27	chr19	12504905	12505976	+	1072	0	0	0	0	0	0	0	0	0
MTATP6P27	chr19	12506249	12508030	+	1782	0	0	0	0	0	0	0	0	0
PPIAP20	chr19	12508129	12508263	+	135	0	0	0	0	0	0	0	0	0
ZNF564	chr19	12525373	12551542	-	26170	0	0	0	0	0	0	0	0	0
ENSG00000269693	chr19	12525720	12580975	-	55256	5	5	5	8	4	9	3	4	6
ENSG00000269560	chr19	12529768	12532973	-	3206	0	0	0	0	0	0	0	0	0
LINC02926	chr19	12552597	12553644	+	1048	0	0	0	0	1	0	0	2	0
PGK1P2	chr19	12559571	12561105	+	1535	4	2	2	1	0	0	1	1	1
ZNF490	chr19	12576100	12640098	-	63999	71	79	73	68	75	85	77	92	96
ZNF791	chr19	12610918	12633840	+	22923	818	847	976	833	882	1012	798	951	1049
RPL10P16	chr19	12643275	12643919	-	645	361	379	488	347	327	400	408	491	572
ENSG00000269242	chr19	12643831	12648397	-	4567	17	25	33	20	26	28	17	14	24
MAN2B1	chr19	12646511	12666742	-	20232	1071	938	1140	924	812	1089	881	933	1056
ENSG00000269590	chr19	12664828	12669397	-	4570	2	1	1	4	4	12	0	0	2
WDR83	chr19	12666802	12675832	+	9031	219	242	265	292	233	242	234	301	362
ENSG00000285589	chr19	12668071	12681834	-	13764	41	43	45	47	62	52	53	57	75
WDR83OS	chr19	12668073	12669415	-	1343	0	0	0	0	0	0	0	0	0
ENSG00000285583	chr19	12670079	12671023	-	945	0	0	0	0	0	0	0	0	0
DHPS	chr19	12675717	12681880	-	6164	15	12	19	18	10	5	13	16	23
ENSG00000268945	chr19	12682693	12687279	-	4587	0	2	4	0	3	0	3	1	2
GNG14	chr19	12687998	12688422	+	425	0	0	0	0	0	0	0	0	0
FBXW9	chr19	12688053	12696631	-	8579	189	185	258	185	166	221	162	160	185
ENSG00000267791	chr19	12688922	12689238	+	317	0	1	2	3	4	1	2	4	2
TNPO2	chr19	12699201	12724011	-	24811	1465	1598	2279	1763	1968	1694	2443	2580	2750
SNORD41	chr19	12706449	12706518	-	70	0	0	0	0	0	0	0	0	0
ENSG00000267004	chr19	12725517	12725886	-	370	0	0	0	0	0	0	0	0	0
TRIR	chr19	12730640	12734684	-	4045	2454	2575	3133	2196	2638	2834	2818	2863	3672
GET3	chr19	12737139	12748323	+	11185	1796	1903	2441	1835	1874	2264	2063	2092	2725
BEST2	chr19	12751702	12758458	+	6757	57	62	41	66	57	64	29	48	79
HOOK2	chr19	12763003	12872740	-	109738	981	1029	1084	919	1137	1068	1037	1215	1188
ENSG00000267212	chr19	12784539	12785101	-	563	0	0	0	0	0	0	0	0	0
MIR5684	chr19	12787128	12787192	+	65	0	0	0	0	0	0	0	0	0
JUNB	chr19	12791486	12793315	+	1830	99	69	108	51	46	86	56	94	92
PRDX2	chr19	12796820	12801800	-	4981	0	0	0	0	0	0	0	0	0
ENSG00000267062	chr19	12796823	12801849	+	5027	195	203	222	201	167	200	196	181	180
THSD8	chr19	12802031	12813581	+	11551	14	10	12	8	18	8	9	8	3
RNASEH2A	chr19	12806584	12813640	+	7057	69	48	40	54	27	46	42	47	66
RTBDN	chr19	12825478	12835428	-	9951	0	0	0	0	0	0	0	0	0
ENSG00000267424	chr19	12825711	12832983	+	7273	65	49	51	46	37	56	8	26	53
MAST1	chr19	12833951	12874952	+	41002	348	296	457	308	315	306	136	148	348
MIR6794	chr19	12852260	12852327	+	68	0	0	0	0	0	0	0	0	0
DNASE2	chr19	12875209	12881595	-	6387	580	607	945	682	620	653	472	710	721
ENSG00000267735	chr19	12880969	12884088	+	3120	4	5	7	11	8	4	1	5	5
KLF1	chr19	12884422	12887201	-	2780	16	9	6	8	18	6	11	9	12
GCDH	chr19	12891160	12914207	+	23048	897	1031	1084	1088	978	1146	1084	1152	1296
RPS6P25	chr19	12894133	12894880	+	748	0	0	0	0	0	0	0	0	0
SYCE2	chr19	12898786	12919293	-	20508	74	58	66	75	36	55	38	57	34
MIR5695	chr19	12920320	12920404	+	85	0	0	0	0	0	0	0	0	0
FARSA	chr19	12922479	12934037	-	11559	1646	1710	2125	1457	1756	1886	2123	2372	2777
FARSA-AS1	chr19	12930522	12933296	+	2775	15	16	26	10	18	20	26	18	22
CALR	chr19	12938578	12944489	+	5912	25514	30368	32627	24743	30291	29269	34550	31206	45281
MIR6515	chr19	12940484	12940540	+	57	0	0	0	0	0	0	0	0	0
ENSG00000267458	chr19	12944118	12944487	-	370	42	58	58	55	84	62	52	43	65
RAD23A	chr19	12945855	12953642	+	7788	2187	1920	2945	2303	1793	2277	1483	1948	2090
GADD45GIP1	chr19	12953119	12957223	-	4105	1247	1247	1365	1099	1120	1254	1293	1406	1588
DAND5	chr19	12965159	12974760	+	9602	3	2	2	0	4	5	0	0	1
NFIX	chr19	12995475	13098796	+	103322	2	3	137	3	2	4	0	6	5
ENSG00000267417	chr19	13013662	13014511	-	850	0	0	0	0	0	0	0	0	0
ENSG00000267610	chr19	13069792	13071374	-	1583	0	0	0	0	0	0	0	0	0
ENSG00000279044	chr19	13081966	13082564	+	599	0	0	0	0	0	0	0	0	0
LYL1	chr19	13099033	13103161	-	4129	6	3	10	2	10	3	1	9	4
TRMT1	chr19	13104902	13117567	-	12666	1018	1160	1252	1199	1283	1289	1190	1248	1522
NACC1	chr19	13116862	13141147	+	24286	5748	5962	7193	5714	5898	6240	6831	8249	8301
ENSG00000266897	chr19	13131571	13132410	+	840	0	0	0	0	0	0	0	0	0
ENSG00000267512	chr19	13139617	13141147	-	1531	97	87	93	99	88	90	100	129	124
STX10	chr19	13144058	13150383	-	6326	329	390	388	359	428	423	297	281	566
IER2	chr19	13150411	13154911	+	4501	2519	2519	2713	2445	2478	2850	2973	3886	2964
ENSG00000287296	chr19	13152252	13152913	-	662	4	4	7	4	3	5	3	1	0
ENSG00000267598	chr19	13153071	13154193	-	1123	126	131	119	139	112	164	170	177	127
RPL12P42	chr19	13157959	13158788	-	830	6	3	5	4	3	6	1	1	5
CACNA1A	chr19	13206442	13633025	-	426584	220	244	216	166	318	242	194	193	240
YJU2B	chr19	13731760	13763296	+	31537	130	172	178	153	216	178	119	163	179
MRI1	chr19	13764522	13774282	+	9761	243	294	280	345	376	339	263	335	389
ENSG00000267633	chr19	13772118	13774118	-	2001	5	2	7	3	5	5	6	4	10
C19orf53	chr19	13774456	13778773	+	4318	1334	1449	1543	1218	1400	1456	1574	1701	1893
ZSWIM4	chr19	13795443	13832254	+	36812	785	778	1169	755	762	835	693	888	913
ENSG00000267582	chr19	13796574	13796933	-	360	0	0	0	0	0	0	0	0	0
RN7SL619P	chr19	13815062	13815319	-	258	0	0	0	0	0	0	0	0	0
MIR23AHG	chr19	13823880	13842928	-	19049	28	28	35	28	26	21	14	24	20
MIR24-2	chr19	13836287	13836359	-	73	0	0	0	0	0	0	0	0	0
MIR27A	chr19	13836440	13836517	-	78	0	0	0	0	0	0	0	0	0
MIR23A	chr19	13836587	13836659	-	73	0	0	0	0	0	0	0	0	0
NANOS3	chr19	13862063	13880757	+	18695	0	0	1	1	2	0	0	0	0
MIR181C	chr19	13874699	13874808	+	110	0	0	0	0	0	0	0	0	0
MIR181D	chr19	13874875	13875011	+	137	0	0	0	0	0	0	0	0	0
BRME1	chr19	13882348	13906452	-	24105	70	96	90	81	82	78	100	171	70
CC2D1A	chr19	13906201	13930879	+	24679	435	513	550	415	602	452	447	622	651
PODNL1	chr19	13931187	13953392	-	22206	18	25	12	13	9	25	17	22	19
DCAF15	chr19	13952509	13961449	+	8941	991	1077	1263	1090	1137	1117	1205	1370	1433
RFX1	chr19	13961530	14007039	-	45510	564	628	650	431	534	611	633	769	943
ENSG00000275091	chr19	14006422	14006773	+	352	0	3	1	2	0	3	0	0	6
RLN3	chr19	14028148	14031551	+	3404	0	0	0	1	1	0	0	1	0
ENSG00000267670	chr19	14030855	14031557	-	703	0	0	0	0	0	0	0	0	0
IL27RA	chr19	14031762	14053218	+	21457	371	412	344	386	452	491	415	570	707
PALM3	chr19	14053363	14062076	-	8714	887	1020	998	908	1180	930	910	943	1348
EEF1DP1	chr19	14070342	14071237	+	896	1	3	0	0	4	0	1	4	3
MISP3	chr19	14072536	14075062	+	2527	15	14	40	11	7	9	3	11	5
MIR1199	chr19	14073361	14073479	+	119	0	0	0	0	0	0	0	0	0
C19orf67	chr19	14081624	14085875	-	4252	2	1	5	1	1	0	0	0	0
SAMD1	chr19	14087851	14091036	-	3186	1762	1644	2780	1369	1305	1567	1098	1179	1674
PRKACA	chr19	14091688	14118084	-	26397	1830	1794	1635	1542	1682	1802	1728	1823	2030
SMIM46	chr19	14112324	14112476	-	153	0	0	0	0	0	0	0	0	0
ENSG00000267783	chr19	14118980	14119581	+	602	2	3	0	0	0	2	0	0	2
ASF1B	chr19	14119512	14136613	-	17102	1041	1052	1105	909	1084	1110	1150	1301	1416
ADGRL1-AS1	chr19	14137146	14171267	+	34122	147	185	154	184	196	166	135	117	193
ADGRL1	chr19	14147743	14206187	-	58445	3019	3177	3569	3233	3691	3327	2728	3073	4029
RN7SL231P	chr19	14213052	14213323	+	272	0	0	0	0	0	0	0	0	0
ENSG00000287254	chr19	14217493	14219605	+	2113	2	10	0	3	5	6	7	3	8
ENSG00000267723	chr19	14254189	14293205	-	39017	25	10	17	14	22	11	8	6	2
ENSG00000267406	chr19	14267807	14269377	-	1571	0	0	0	0	0	0	0	0	0
LINC01841	chr19	14305458	14370196	-	64739	17	25	11	25	23	13	14	16	27
LINC01842	chr19	14333743	14344074	+	10332	8	5	6	16	16	16	16	9	12
ADGRE5	chr19	14380501	14408725	+	28225	136	149	126	126	113	163	77	114	172
ENSG00000267379	chr19	14402717	14408723	-	6007	1	2	4	0	1	1	0	2	4
DDX39A	chr19	14408798	14419383	-	10586	1909	2281	2658	2041	2559	2330	3123	3557	3465
PKN1	chr19	14433053	14471867	+	38815	3102	2946	3713	3043	2767	3246	2792	3275	3815
ENSG00000267474	chr19	14458401	14459366	+	966	0	0	0	0	0	0	0	0	0
PTGER1	chr19	14472466	14475354	-	2889	1	1	1	4	3	3	4	1	3
GIPC1	chr19	14477760	14496149	-	18390	1208	1239	1372	1248	1324	1448	1235	1428	1837
SNRPGP15	chr19	14489388	14489609	+	222	20	36	28	35	31	37	35	34	30
DNAJB1	chr19	14514769	14560391	-	45623	2738	2770	3151	3140	2293	2728	3536	3537	4023
TECR	chr19	14517085	14565980	+	48896	1972	1941	2375	1932	1818	2091	1989	2245	2687
MIR639	chr19	14529543	14529640	+	98	0	0	0	0	0	0	0	0	0
NDUFB7	chr19	14566078	14572066	-	5989	551	517	882	542	562	643	613	686	733
CLEC17A	chr19	14583084	14612035	+	28952	0	0	2	1	0	0	0	1	0
RN7SL337P	chr19	14584095	14584395	+	301	0	0	0	0	0	0	0	0	0
RN7SL842P	chr19	14588357	14588656	+	300	0	0	0	0	0	0	0	0	0
ADGRE3	chr19	14619117	14690027	-	70911	26	24	55	25	29	42	18	34	25
ITGB1P1	chr19	14621634	14622242	-	609	0	0	0	0	0	0	0	0	0
ENSG00000275432	chr19	14628599	14628801	+	203	0	0	0	0	0	0	0	0	0
ZNF333	chr19	14689801	14733746	+	43946	173	121	279	202	158	177	93	78	145
ADGRE2	chr19	14732392	14778560	-	46169	143	130	70	103	135	172	96	157	144
OR7C1	chr19	14789260	14835376	-	46117	0	0	1	3	1	0	1	1	0
TMEM167AP2	chr19	14792318	14792533	+	216	15	18	10	8	21	19	18	23	15
OR7A5	chr19	14826241	14835185	-	8945	0	0	0	0	0	0	0	0	0
OR7A10	chr19	14840466	14848922	-	8457	0	0	0	0	0	0	0	0	0
OR7A8P	chr19	14852032	14852944	-	913	0	0	0	0	0	0	0	0	0
ENSG00000290701	chr19	14863714	14867358	-	3645	0	0	0	0	0	0	0	0	0
OR7A2P	chr19	14863786	14864715	-	930	0	0	0	0	0	0	0	0	0
OR7A17	chr19	14878203	14886132	-	7930	0	0	0	0	0	0	0	0	0
OR7A18P	chr19	14886839	14887115	-	277	0	0	0	0	0	0	0	0	0
ENSG00000290507	chr19	14891737	14897845	-	6109	0	0	0	0	0	0	0	0	0
OR7A1P	chr19	14891835	14892804	-	970	0	0	0	0	0	0	0	0	0
OR7A3P	chr19	14903232	14904138	-	907	0	0	0	0	0	0	0	0	0
OR7A11P	chr19	14916428	14917380	+	953	0	0	0	0	0	0	0	0	0
OR7A15P	chr19	14927052	14928060	+	1009	0	0	0	0	0	0	0	0	0
OR7C2	chr19	14941489	14942448	+	960	0	0	0	0	0	0	0	0	0
SLC1A6	chr19	14950033	15022990	-	72958	212	226	297	219	257	252	191	189	265
CCDC105	chr19	15010726	15023276	+	12551	1	0	0	0	0	3	0	1	1
CASP14	chr19	15049480	15058293	+	8814	0	0	0	0	0	0	0	0	0
OR1I1	chr19	15082211	15092970	+	10760	0	0	0	0	0	0	0	0	0
SYDE1	chr19	15107401	15114985	+	7585	222	218	159	200	252	252	169	219	266
ILVBL	chr19	15114984	15125786	-	10803	888	864	1048	676	667	902	714	821	1109
ILVBL-AS1	chr19	15124160	15126174	+	2015	6	3	4	2	2	2	2	2	2
OR10B1P	chr19	15141105	15142062	-	958	0	0	0	0	0	0	0	0	0
RNU6-782P	chr19	15145215	15145318	+	104	0	0	0	0	0	0	0	0	0
NOTCH3	chr19	15159038	15200995	-	41958	2776	2667	3789	2580	2543	2834	2310	2753	3837
MIR6795	chr19	15179283	15179350	-	68	0	0	0	0	0	0	0	0	0
ENSG00000269635	chr19	15221015	15222297	-	1283	0	1	0	0	0	0	2	0	1
EPHX3	chr19	15226919	15233435	-	6517	424	364	395	332	375	427	344	412	474
BRD4	chr19	15235519	15332545	-	97027	3063	3488	4052	3184	3580	3593	3792	4378	4816
ENSG00000290008	chr19	15332613	15336629	+	4017	1	5	0	0	1	1	0	4	3
ENSG00000270802	chr19	15338948	15339237	+	290	0	0	0	0	0	0	0	0	0
ENSG00000273218	chr19	15346068	15348417	-	2350	0	0	0	0	0	0	0	0	0
AKAP8	chr19	15353385	15379815	-	26431	1041	1189	1246	1152	1425	1188	1469	1435	1694
ENSG00000268189	chr19	15379076	15381194	+	2119	32	38	38	35	49	44	31	23	44
AKAP8L	chr19	15380050	15419141	-	39092	1697	1721	1972	1906	2050	1956	1175	1421	2256
ENSG00000279203	chr19	15383202	15383832	-	631	0	0	0	0	0	0	0	0	0
ENSG00000279716	chr19	15398696	15400356	+	1661	59	89	68	76	64	90	33	52	65
WIZ	chr19	15419978	15449956	-	29979	1055	1128	1170	981	1215	1164	1217	1326	1406
MIR1470	chr19	15449548	15449608	+	61	0	0	0	0	0	0	0	0	0
RASAL3	chr19	15451624	15464544	-	12921	3	1	2	1	7	4	7	1	1
PGLYRP2	chr19	15468645	15498956	-	30312	0	0	0	0	0	0	0	0	0
CYP4F22	chr19	15508525	15552317	+	43793	0	0	2	0	0	0	0	0	0
ENSG00000269765	chr19	15515342	15516836	-	1495	0	0	0	0	0	0	0	0	0
CYP4F23P	chr19	15564074	15584709	+	20636	0	0	0	0	0	0	0	0	0
ENSG00000290595	chr19	15571762	15573650	+	1889	0	0	0	0	0	0	0	0	0
ENSG00000267135	chr19	15611623	15611909	-	287	0	1	1	0	0	1	0	3	3
RPL23AP2	chr19	15611657	15612122	+	466	6	10	5	10	2	12	7	6	12
ENSG00000266951	chr19	15613247	15614553	-	1307	0	0	0	0	0	0	0	0	0
CYP4F8	chr19	15615218	15630639	+	15422	0	0	0	0	0	0	0	0	0
CYP4F3	chr19	15640897	15662825	+	21929	0	0	0	0	0	0	0	0	0
CYP4F10P	chr19	15664106	15669826	+	5721	0	0	0	0	0	0	0	0	0
CYP4F12	chr19	15673018	15697174	+	24157	0	0	0	0	0	0	0	0	0
OR10H2	chr19	15728024	15729052	+	1029	0	0	0	0	0	0	0	0	0
OR10H3	chr19	15737985	15742343	+	4359	0	0	0	0	0	0	0	0	0
